Titlu;Localitate;Suprafata teren;Suprafata utila;Stare;Numar camere;Numar bai;Mobilat;Tip tranzactie;Pret
CARTIER PRIVAT$ CASA 4 CAMERE$ 2 BAI$ MIROSLAVA $ PLACA DE B;Iasi / Iasi;400 m²;120 m²;În construcție;4;2;;Vânzare;250.000 €
Casa individuala cu 4 camere CIURBESTI $ COMISION 0% $ TVA I;Iasi / Iasi;350 m²;78 m²;În construcție;4;2;;Vânzare;150.000 €
DUPLEX 3 CAMERE$ 2 BAI$ 250 MP TEREN$ VOROVESTI-MIROSLAVA;Iasi / Iasi;250 m²;80 m²;În construcție;3;2;;Vânzare;104.900 €
VILA CU 5 CAMERE$ 150 MP UTILI$ BECI$ GARAJ$ 717 MP TEREN$ V;Iasi / Iasi;717 m²;150 m²;Bună;5;3;Complet;Vânzare;285.000 €
Vand casa in Lugojel;Timis / Lugojel;750 m²;189 m²;Bună;5;2;Complet;Vânzare;143.000 €
Casa individuala caramida 4 camere cu centrala Timisoara;Timis / Timisoara;180 m²;80 m²;Bună;4;1;;Vânzare;115.500 €
Casa 4 camere plus dependinte$ in Ploiesti$ zona stadionul I;Prahova / Ploiesti;285 m²;135 m²;Bună;4;1;;Vânzare;169.900 €
Casă spațioasă cu curte proprie 3 camere + birou Dobroe;Bucuresti-Ilfov / Bucuresti;379 m²;128 m²;Bună;3;2;Parțial;Vânzare;214.900 €
???? Exclusivitate – Casă P+1 în Zona Centrală | Cur...;Galati / Galati;179 m²;136 m²;Bună;3;2;;Vânzare;195.000 €
Vilă situata în 13 Septembrie - Izvor$ lângă JW Marriott;Bucuresti-Ilfov / Bucuresti;220 m²;310 m²;Bună;5+;4;Nemobilat;Vânzare;795.000 €
Casă mare + costuri mici – Zona Ford$ rară!;Dolj / Carcea;1170 m²;281 m²;Bună;5+;2;Parțial;Vânzare;369.800 €
Vilă de vânzare Valea Lupului;Iasi / Valea Lupului;580 m²;164 m²;Bună;4;2;Complet;Vânzare;399.000 €
Casă de vânzare din BCA$ in PARAVA;Bacau / Parava;1000 m²;50 m²;Rezonabilă;2;1;Nemobilat;Vânzare;41.900 €
FILM! Rezidenta pe apreciabile conditii$ in statiunea Sugas;Covasna / Sfantu Gheorghe;195 m²;135 m²;Bună;4;2;;Vânzare;180.000 €
FILM! Rezidenta pe apreciabile conditii$ in statiunea Sugas;Covasna / Sfantu Gheorghe;195 m²;135 m²;Bună;4;2;;Vânzare;180.000 €
Casa premium individuala de langa Craiova;Dolj / Carcea;300 m²;150 m²;Bună;4;2;;Vânzare;250.000 €
Casa cu incalzire in pardoseala de langa Craiova;Dolj / Malu Mare;300 m²;120 m²;Bună;4;2;;Vânzare;235.000 €
Confort si intimitate$ Sanpetru$ Brasov;Brasov / Sanpetru;200 m²;92 m²;Bună;4;0;Complet;Vânzare;170.000 €
CASA LUX | SANTANDREI (ORADEA) | BIHOR;Bihor / Santandrei;428 m²;190 m²;Bună;5;4;;Vânzare;249.000 €
;;0;0;;;0;;;0
Casa tip Triplex$zona Cuza Voda$comision 0!!;Cluj / Floresti;100 m²;100 m²;Bună;4;0;;Vânzare;175.000 €
Duplex de comuna Berceni;Bucuresti-Ilfov / Berceni;220 m²;110 m²;Bună;4;1;;Vânzare;118.000 €
Confort si intimitate$ Sanpetru$ Brasov;Brasov / Sanpetru;200 m²;92 m²;Bună;4;0;Complet;Vânzare;170.000 €
Vanzare casa/vila noua 2026 individuala zona 1Decembrie 1...;Bucuresti-Ilfov / Bucuresti;250 m²;195 m²;Nouă;4;2;;Vânzare;365.000 €
Casa în Ultracentralul Bucureștiului la preț mic (cas?...;Bucuresti-Ilfov / Bucuresti;39 m²;30 m²;Bună;2;1;Nemobilat;Vânzare;110.000 €
CASA Cioranii de Jos$ județul Prahova;Prahova / Cioranii De Jos;1507 m²;495 m²;Bună;5;1;Complet;Vânzare;40.000 €
Clădire de vânzare în Brașovul Vechi | 16 camere | Po...;Brasov / Brasov;696 m²;418 m²;De renovat;5+;3+;;Vânzare;1.400.000 €
Bocsa Vasiova$ Casa cocheta pentru familie$ cu Gradina.;Caras-Severin / Bocsa;486 m²;116 m²;Bună;4;0;;Vânzare;76.900 €
Casă la cheie$cel mai bun raport calitate;Gorj / Targu Jiu;500 m²;120 m²;Nouă;3;0;;Vânzare;120.000 €
Casa de vanzare Valeni Vaslui;Vaslui / Valeni;1000 m²;400 m²;Bună;5+;2;Complet;Vânzare;450.000 €
Casa la curte Dobroesti$ Sat Fundeni$ Ilfov;Bucuresti-Ilfov / Dobroesti;102 m²;80 m²;;3;0;;Vânzare;147.000 €
Prelungirea Ghencea Valea Oltului vila de;Bucuresti-Ilfov / Bucuresti;600 m²;180 m²;Bună;4;3;;Vânzare;460.000 €
Casa de tip Duplex situata pe str Marcineni din Bragadiru;Bucuresti-Ilfov / Bragadiru;230 m²;195 m²;Bună;6;3;;Vânzare;189.900 €
Resita Casa 2 Garaje Zona Lendt;Caras-Severin / Resita;226 m²;130 m²;Bună;4;1;Complet;Vânzare;70.000 €
Vile individuale Premium situate in apropriere de Str Parfu;Bucuresti-Ilfov / Bragadiru;390 m²;140 m²;Bună;4;2;Nemobilat;Vânzare;199.800 €
Vila Oportunitate Unica;Brasov / Brasov;440 m²;289 m²;Bună;5;3;;Vânzare;335.000 €
Vile de Lux 5 camere situate in apropriere de Strada Dantel;Bucuresti-Ilfov / Bragadiru;305 m²;120 m²;Bună;5;3;Nemobilat;Vânzare;349.900 €
Casa traditionala Bruiu Somartin judet Sibiu;Sibiu / Bruiu;2556 m²;104 m²;Bună;3;1;;Vânzare;58.000 €
Casa traditionala Bruiu Somartin judet Sibiu;Sibiu / Sibiu;2556 m²;104 m²;Bună;3;1;;Vânzare;58.000 €
Vila de vanzare - 6 camere- piscina - pompe de caldura;Bucuresti-Ilfov / Voluntari;435 m²;360 m²;Bună;5+;4;;Vânzare;650.000 €
Casă parter la roșu;Bucuresti-Ilfov / Bucuresti;360 m²;110 m²;În construcție;3;0;;Vânzare;120.000 €
Casa de tip Duplex cu 370 mp de teren situat la Str Margele;Bucuresti-Ilfov / Bragadiru;260 m²;165 m²;Bună;4;2;Nemobilat;Vânzare;229.900 €
FILM3D!Casa multifunctionala$ recomandata si pentru cabinete;Mures / Targu Mures;50 m²;126 m²;Bună;5;3;Complet;Vânzare;395.000 €
Casă cu 3 camere + teren 342 mp de vânzare - zona Boul ...;Arad / Arad;342 m²;90 m²;Bună;3;1;Complet;Vânzare;117.900 €
Casa de vanzare$ 150 mp$ zona Titulescu;Satu-Mare / Satu Mare;500 m²;150 m²;De renovat;5;2;Nemobilat;Vânzare;270.000 €
Casa P+1 zona KM 5;Constanta / Constanta;408 m²;130 m²;Bună;4;2;Complet;Vânzare;285.000 €
Casă Verde$ 349 mp$ 1.038 mp teren – Super Ofertă la 7 k;Dambovita / Targoviste;1038 m²;349 m²;Bună;5+;3;Complet;Vânzare;128.500 €
CASĂ CU VEDERE CĂTRE CASTELUL CORVINILOR – EXCLUSIVITATE;Hunedoara / Hunedoara;500 m²;187 m²;Bună;4;2;;Vânzare;160.000 €
Casă individuală în Chinteni$ 120 mp utili$ teren de 500;Cluj / Chinteni;500 m²;120 m²;În construcție;4;3;Nemobilat;Vânzare;235.000 €
Duplex parter 3 camere 72 mp$ terasă 15mp curte 310 mp$ Mos;Timis / Mosnita Noua;310 m²;72 m²;În construcție;3;1;Nemobilat;Vânzare;143.600 €
Duplex pe 3 niveluri$ 4 camere$ predare semifinisat$ 183 mp$;Cluj / Chinteni;300 m²;183 m²;Nouă;4;3;Nemobilat;Vânzare;229.000 €
Casa Parter + Mansarda $ Caldararu Arges!;Arges / Caldararu;5232 m²;300 m²;Bună;5+;3;Complet;Vânzare;57.500 €
0% Comision!!! CASA PARTER + ETAJ - STEFANESTI $ ARGES;Arges / Stefanesti;440 m²;157 m²;Bună;5;2;;Vânzare;234.900 €
0% Comision !! CASA PODUL BROSTENI - ARGES;Arges / Costesti;1175 m²;150 m²;Bună;4;1;Complet;Vânzare;84.900 €
Casa tip duplex - 4 camere - 2 bai - 200mp teren;Bucuresti-Ilfov / Berceni;200 m²;115 m²;Bună;4;2;Complet;Vânzare;139.800 €
Gura Ocniței Casă de căramidă;Dambovita / Razvad;800 m²;100 m²;Bună;5;1;Nemobilat;Vânzare;61.500 €
;;0;0;;;0;;;0
Comision 0% – Casă primitoare în Săsar$ 3 dormitoare...;Maramures / Sasar;575 m²;168 m²;Bună;4;2;Complet;Vânzare;147.000 €
Casa cu 8 camere$ 750 mp teren $ Radauti;Suceava / Radauti;750 m²;350 m²;Bună;5+;2;Parțial;Vânzare;270.000 €
Casa individuala$ 1800mp teren$ zona Mitocu Dragomirnei$ Suc;Suceava / Mitocu Dragomirnei;1792 m²;280 m²;Bună;5;2;Parțial;Vânzare;200.000 €
???? Vilă nouă$ individuală – Valea Voievozilor$ Târgo;Dambovita / Valea Voievozilor;400 m²;120 m²;Bună;4;2;;Vânzare;159.900 €
CASA PITOREASCA DE VANZARE BRANESTI - DAMBOVITA;Dambovita / Branesti;1020 m²;59 m²;Bună;2;0;;Vânzare;40.001 €
???? Casa ideală pentru familia ta – Valea Voievozilor$ R;Dambovita / Valea Voievozilor;678 m²;142 m²;Bună;3;2;Parțial;Vânzare;178.501 €
Vila eleganta cu potential - teren generos si locatie exce;Bihor / Cordau;2310 m²;559 m²;Bună;6;6;Complet;Vânzare;349.000 €
Casă în Săcele – singur în curte$ zonă excelentă!;Brasov / Sacele;908 m²;109 m²;Bună;4;1;Parțial;Vânzare;139.900 €
Casă spațioasă de vânzare în Sânpetru – 160 mp utili;Brasov / Sanpetru;330 m²;160 m²;Bună;4;2;Parțial;Vânzare;168.000 €
Casa Peregu Mare$ Arad;Arad / Peregu Mare;1080 m²;160 m²;În construcție;3;1;Neutilat;Vânzare;37.000 €
Casă cochetă cu design modern și grădină superbă în G;Cluj / Gherla;557 m²;221 m²;Bună;5+;2;Complet;Vânzare;280.000 €
Casă 4 camere complet renovată Mamaia Nord - Lidl;Constanta / Mamaia;220 m²;128 m²;Bună;4;2;;Vânzare;285.000 €
Casă / Vilă deosebită zona Medeea – oportunitate exc...;Constanta / Constanta;241 m²;143 m²;Bună;4;2;;Vânzare;255.000 €
Casa / Vila Individuala P+1 zona Tomis Nord - Locatie Rar...;Constanta / Constanta;258 m²;150 m²;Bună;4;2;;Vânzare;345.000 €
Casă 120 mp + casă 49 mp$ teren 640 mp$ deschidere 15 m...;Constanta / Valu Lui Traian;640 m²;136 m²;Bună;4;2;;Vânzare;150.000 €
Casa batraneasca $ renovabila $ 1586 mp teren $ Dumbraveni S;Suceava / Suceava;1586 m²;70 m²;De renovat;3;1;Parțial;Vânzare;79.000 €
Casa Caramida Arsa cu Placa de Beton si Teren Cartier Dom;Caras-Severin / Resita;597 m²;80 m²;Bună;1;0;;Vânzare;48.000 €
;;0;0;;;0;;;0
CASA 5 CAMERE | 115 MP UTILI + POD 40 MP | LOT 320 MP | BERC;Bucuresti-Ilfov / Vidra;320 m²;115 m²;Bună;5;2;Complet;Vânzare;145.000 €
Duplex 4 camere in centrul comunei Sanandrei $102 mp$P+1E;Timis / Sanandrei;180 m²;102 m²;Bună;4;2;Nemobilat;Vânzare;127.000 €
Proprietate de exceptie Ultracentral- str.Stefan cel Mare;Neamt / Piatra Neamt;124 m²;103 m²;Renovată;3;0;;Vânzare;170.000 €
Casa de vanzare Aghireș;Salaj / Aghires;1600 m²;49 m²;În construcție;3;1;Nemobilat;Vânzare;59.000 €
Casa 4 camere$ Sancraiu de Mures$ comision zero pentru cumpa;Mures / Sancraiu De Mures;550 m²;160 m²;Bună;4;2;Complet;Vânzare;265.000 €
Casa$ anexe si teren$ in Ploiesti$ zona Lupeni.;Prahova / Ploiesti;398 m²;115 m²;Bună;4;1;;Vânzare;84.900 €
Vila - 436mp teren- 4 camere-pod- beci;Bucuresti-Ilfov / Berceni;436 m²;110 m²;Bună;4;2;;Vânzare;169.990 €
Vila Duplex 127MP | Voluntari - Avangarde Forest | 3 locuri;Bucuresti-Ilfov / Voluntari;115 m²;127 m²;Bună;4;3;Complet;Vânzare;319.000 €
Vila 138 MP | Pipera- Mobexpert Homes | Curte + Parcare;Bucuresti-Ilfov / Voluntari;90 m²;138 m²;Bună;5;4;Complet;Vânzare;289.000 €
Vorovesti$ casa individuala 110 mp$ 155.000 euro;Iasi / Vorovesti;300 m²;110 m²;Bună;4;2;;Vânzare;155.000 €
COMISION 0%$ Miroslava $ Casa P+1$ clasa A$ 265.000 Euro;Iasi / Iasi;394 m²;120 m²;În construcție;4;2;;Vânzare;265.000 €
CASĂ tip duplex$ situata in Valea Adanca;Iasi / Iasi;325 m²;120 m²;Bună;4;2;;Vânzare;204.400 €
COMISION O %$ Miroslava$ Casa individuala$ P+1+POD$;Iasi / Iasi;350 m²;132 m²;Bună;4;2;;Vânzare;228.990 €
MIROSLAVA-Balciu $ casa individuala p+m$ 168.000 euro;Iasi / Balciu;372 m²;115 m²;Bună;5;2;;Vânzare;168.000 €
Miroslava$ Casa individuala$ P+1+POD$;Iasi / Iasi;430 m²;120 m²;Bună;4;2;;Vânzare;210.000 €
Casa 104mp$ 157.900 €$ Valea Adanca;Iasi / Iasi;440 m²;104 m²;În construcție;4;2;;Vânzare;157.900 €
COMISION 0$ MIROSLAVA $ CASA INDIVIDUALA 131 mp$ 220.000 €;Iasi / Iasi;340 m²;131 m²;Bună;4;2;Nemobilat;Vânzare;220.000 €
CASA P+POD $ VOROVESTI - MIROSLAVA;Iasi / Vorovesti;470 m²;73 m²;Bună;4;1;;Vânzare;139.900 €
MIROSLAVA$ CASA$ 121 MP$ INDIVIDUALA P+1$ 228.990 EURO;Iasi / Iasi;425 m²;107 m²;Bună;4;2;Complet;Vânzare;228.990 €
Miroslava CENTRU $ Casa individuala$ P+1+POD;Iasi / Iasi;356 m²;153 m²;Bună;4;2;Complet;Vânzare;254.900 €
Casa individuala plan Parter 147 mp$ Miroslava;Iasi / Iasi;496 m²;147 m²;Bună;5+;2;Complet;Vânzare;147.000 €
Miroslava$ casa individuala P+1$ 234.900 EURO;Iasi / Iasi;400 m²;140 m²;În construcție;4;2;;Vânzare;234.900 €
URICANI $ CASA 78 MP$TEREN 1250 MP$ 81.250 EURO;Iasi / Uricani;1250 m²;60 m²;Bună;2;0;;Vânzare;81.250 €
Casa individuala$ P+1+POD$ 100 MP + 500 mp TEREN$ BOGONOS-L;Iasi / Bogonos;500 m²;100 m²;Bună;4;1;Complet;Vânzare;129.990 €
Casa PLAN PARTER$ 75 mp + 500 mp TEREN $ CIURBESTI;Iasi / Ciurbesti;500 m²;75 m²;Bună;3;1;Parțial;Vânzare;149.900 €
Vila $ D+P+1+M+POD$ 474 mp$ Valea Lupului;Iasi / Valea Lupului;500 m²;474 m²;Nouă;5+;5;;Vânzare;309.990 €
CIURBESTI- CASA INDIVIDUALA 121 MP + TEREN 500 MP$ 175.000 e;Iasi / Ciurbesti;500 m²;121 m²;Bună;4;2;;Vânzare;175.000 €
MIROSLAVA CENTRU$ Proiect 7 CASE INDIVIDUALE$ 179.900 € +;Iasi / Iasi;500 m²;110 m²;În construcție;4;2;;Vânzare;179.900 €
Casă P+1 de vânzare Palazu Mare – complet mobilată și;Constanta / Palazu Mare;146 m²;104 m²;Bună;4;2;Complet;Vânzare;249.900 €
VILA IN DOMENII LOCATIE EXCELENTA;Bucuresti-Ilfov / Bucuresti;74 m²;212 m²;Bună;5+;3+;;Vânzare;595.000 €
Casa + teren 1767 mp$ zona Horea$ Radauti;Suceava / Radauti;1767 m²;90 m²;De renovat;4;1;Parțial;Vânzare;160.000 €
Vila in Faget cu suprafata de 450 mp si teren de 600 mp.;Cluj / Cluj-Napoca;600 m²;450 m²;Bună;5+;3;Complet;Vânzare;1.390.000 €
Casă individuală de vânzare în exclusivitate – Tomsani;Dambovita / Targoviste;4435 m²;140 m²;Bună;4;2;Complet;Vânzare;150.000 €
Casă pe Parter în Măgurele$ aproape de București;Bucuresti-Ilfov / Magurele;140 m²;70 m²;Bună;3;1;;Vânzare;115.000 €
CASA DE VANZARE IN BUSTENI- POIANA TAPULUI;Prahova / Busteni;272 m²;118 m²;Bună;3;1;;Vânzare;95.900 €
Casa individuala | Parter | 3 camere 2 bai | Incalzire prin;Bucuresti-Ilfov / Berceni;300 m²;100 m²;Bună;3;2;;Vânzare;134.900 €
Vila Individuala | P 1E | 4 camere | Gata de mutare;Bucuresti-Ilfov / Berceni;450 m²;120 m²;Bună;4;2;;Vânzare;174.900 €
Vila individula | P 1E Pod | 4 camere | Teren 320mp;Bucuresti-Ilfov / Berceni;320 m²;130 m²;Bună;4;2;;Vânzare;164.900 €
Vilă multifuncțională centrală Șelimbăr – 3 ap. s...;Sibiu / Selimbar;242 m²;216 m²;Bună;5+;2;Nemobilat;Vânzare;255.000 €
Casă/vilă spațioasă$ centrală în Săliște$ structu...;Sibiu / Saliste;300 m²;315 m²;Rezonabilă;5+;0;;Vânzare;149.999 €
Casă individuala cu teren generos;Mures / Sighisoara;720 m²;160 m²;De renovat;4;2;;Vânzare;59.000 €
Casă individuală premium lângă Parcul Sub Arini – z...;Sibiu / Sibiu;450 m²;200 m²;Bună;5;0;;Vânzare;535.000 €
Casă vilă de vânzare în Cristian$ Sibiu;Sibiu / Cristian;294 m²;162 m²;Nouă;4;0;;Vânzare;139.999 €
VANZARE Vila individuala 4 camere in Paradisul Verde Corb...;Bucuresti-Ilfov / Corbeanca;322 m²;130 m²;Bună;4;3;Complet;Vânzare;320.000 €
Casă de vânzare în stil vechi cu 3 camere si 3 arii î...;Maramures / Copalnic Manastur;300 m²;94 m²;Bună;3;1;;Vânzare;59.000 €
REDUCERE DE PRET!!!Cabana de vis la poalele Munților Ți...;Maramures / Grosii Tiblesului;6370 m²;250 m²;Nouă;5+;3+;Complet;Vânzare;436.500 €
Casă de vânzare cu priveliște superbă zona Valea Borc...;Maramures / Baia Mare;248 m²;120 m²;Bună;4;1;Parțial;Vânzare;135.000 €
Casă din caramida cu 4 camere de vânzare in Bucumi MM l...;Maramures / Buciumi;2000 m²;150 m²;Bună;4;2;;Vânzare;59.000 €
De vanzare casa cu teren generos in Salsig - finisaj exte...;Maramures / Salsig;970 m²;104 m²;Bună;2;1;Complet;Vânzare;85.000 €
De vanzare: Casa traditională cu teren mare$ ideal pentr...;Maramures / Francenii Boiului;8945 m²;71 m²;Renovată;2;0;Complet;Vânzare;54.000 €
DE VANZARE Casa de Familie cu Piscina si Mult Spatiu Exte...;Maramures / Baia Mare;1885 m²;320 m²;Nouă;4;3;Complet;Vânzare;550.000 €
Casa de vanzare in Chelinta$ jud. Maramures – teren gen...;Maramures / Chelinta;2500 m²;115 m²;De renovat;3;0;;Vânzare;52.000 €
Casă P+1 din cărămidă$ 683 mp teren$ 4 garaje – Str...;Maramures / Baia Mare;683 m²;167 m²;Bună;4;2;Parțial;Vânzare;265.000 €
Casă cu 3 camere in Baia Sprie cu priveliste asupra oras...;Maramures / Baia Sprie;925 m²;70 m²;Bună;3;0;;Vânzare;76.000 €
Casă / Vilă de lux cu 2 garaje$ 10 camere de vânzare ?...;Maramures / Baia Mare;1400 m²;657 m²;Bună;5+;3+;;Vânzare;395.000 €
Casă / Vilă cu 10 camere de vânzare în SIGHETUL MARMA...;Maramures / Sighetu Marmatiei;750 m²;600 m²;Nouă;5+;3+;;Vânzare;300.000 €
Casă nouă de vânzare 220 mp 13 ari teren SATULUNG 15KM...;Maramures / Satulung;1300 m²;240 m²;Bună;5+;2;;Vânzare;159.000 €
CASA CUPLATĂ DE VÂNZARE la rosu sau la semifinisat în ...;Maramures / Tautii Magheraus;850 m²;110 m²;Nouă;4;2;;Vânzare;89.000 €
Casă pentru locuit$ zonă liniștită$ la câteva minute...;Maramures / Bozanta Mare;1679 m²;140 m²;Bună;4;2;Parțial;Vânzare;115.000 €
Casă 4 camere$ 160 mp$ zona Cetății Deva;Hunedoara / Deva;277 m²;160 m²;Bună;4;2;Parțial;Vânzare;118.000 €
CASA/VILA MODERNA GHIMBAV 235000euro locatie top cu discoun;Brasov / Ghimbav;240 m²;106 m²;În construcție;4;3;Nemobilat;Vânzare;235.000 €
Casa P+1$ situata in zona PALAZU MARE;Constanta / Constanta;180 m²;99 m²;În construcție;5;2;;Vânzare;299.000 €
Teren + Locuinta D+P+1;Arges / Pitesti;381 m²;203 m²;Bună;4;2;;Vânzare;170.000 €
Casă la cheie$ proprietate deosebită în Buzești$ P+E ...;Maramures / Buzesti;3657 m²;210 m²;Bună;4;3;Complet;Vânzare;205.000 €
Constructie de caramida cu 3 camere de vânzare in centru...;Maramures / Salsig;682 m²;81 m²;De renovat;3;0;;Vânzare;23.000 €
Casă cochetă$ cu priveliște superbă asupra orașului ...;Maramures / Baia Sprie;197 m²;65 m²;Bună;2;1;Complet;Vânzare;49.999 €
Casă finisata - DE VANZARE in Lapusel;Maramures / Lapusel;718 m²;150 m²;Rezonabilă;4;2;;Vânzare;145.000 €
Casă cu 7 camere$ 10 ari de vânzare la drumul principal...;Maramures / Baia Mare;1000 m²;380 m²;Bună;5+;3;;Vânzare;270.000 €
CASA 6 CAMERE DE VANZARE | ZONA MALL VITAN | TIMPURI NOI;Bucuresti-Ilfov / Bucuresti;355 m²;196 m²;Bună;5+;3;Complet;Vânzare;395.000 €
Vila S+P+2 de vanzare cu spatiu la parter$ Petre Ispiresc...;Bucuresti-Ilfov / Bucuresti;81 m²;232 m²;Bună;5+;3;;Vânzare;242.000 €
Casă / Vilă cocheta cu 3 camere - de vanzare - zona Bas...;Bucuresti-Ilfov / Bucuresti;87 m²;94 m²;Bună;3;2;Parțial;Vânzare;225.000 €
Casa moderna cu 4 camere de vanzare - Zona Ganeasa - Moar...;Bucuresti-Ilfov / Ganeasa;432 m²;134 m²;Bună;4;2;Nemobilat;Vânzare;159.900 €
Vila 4 camere Ariesului | Teren 251 mp | 2 parcari | 10 m...;Bucuresti-Ilfov / Bucuresti;251 m²;100 m²;Bună;4;2;Complet;Vânzare;398.000 €
Casa la rosu 118mp | Teren 625mp | Irish Green Stefanesti...;Bucuresti-Ilfov / Stefanestii De Jos;625 m²;118 m²;De renovat;4;2;;Vânzare;99.000 €
Casă / Vilă in Corbeanca$ toate utilitatile$ strada pri...;Bucuresti-Ilfov / Corbeanca;180 m²;118 m²;Bună;4;2;Nemobilat;Vânzare;170.000 €
Vila + teren$ Bucurestii Noi | adiacent Neajlovului si La...;Bucuresti-Ilfov / Bucuresti;373 m²;135 m²;Bună;5;3+;;Vânzare;325.000 €
Casă de vanzare+teren$ com Belciugatele$ Calarasi;Calarasi / Belciugatele;2489 m²;81 m²;De renovat;4;0;;Vânzare;60.000 €
Afacere la Cheie Imobil 10 Unități | Vad Comercial | 84...;Bucuresti-Ilfov / Chiajna;405 m²;786 m²;Bună;5+;3+;Complet;Vânzare;575.000 €
Casă finalizată$ 278 mp teren 2305 mp Pleașa$ Bucov$ P...;Prahova / Pleasa;2305 m²;240 m²;Bună;5;3;Nemobilat;Vânzare;184.900 €
Vanzare Vila Familiala Azur Pipera$ 4 cam 120mpu$ curte m...;Bucuresti-Ilfov / Voluntari;210 m²;120 m²;Bună;4;2;Complet;Vânzare;300.000 €
VanzareCasă 6 camere teren 1000mp Bâldana Tărtășeșt...;Dambovita / Targoviste;1000 m²;130 m²;Bună;5+;1;;Vânzare;81.900 €
Duplex de vanzare Otopeni/Odăi I Confort$ calitate si fu...;Bucuresti-Ilfov / Otopeni;250 m²;115 m²;Rezonabilă;4;3;Nemobilat;Vânzare;225.000 €
Casa P+E+M | 175mp utili$ pretabil clinica/office/reziden...;Bucuresti-Ilfov / Bucuresti;112 m²;175 m²;Renovată;5;3;;Vânzare;240.000 €
Casă / Vilă de vanzare la intrare in Mogosoaia$ padure$...;Bucuresti-Ilfov / Mogosoaia;1097 m²;162 m²;Bună;5;3;Complet;Vânzare;380.000 €
Casa cu teren de vanzare Golesti-Ramnicu Valcea / Manasti...;Valcea / Vatasesti;3050 m²;70 m²;Bună;2;1;;Vânzare;75.000 €
Clădire multifuncțională D+P+E+M situată în Constan?...;Constanta / Constanta;221 m²;573 m²;Bună;5+;3+;Complet;Vânzare;375.000 €
Vilă de vânzare în Berceni$ teren 1161 mp | Oportunita...;Bucuresti-Ilfov / Berceni;1161 m²;437 m²;Bună;5+;3+;;Vânzare;399.000 €
Vilă elegantă în Sânmartin – mobilată$ lângă Bă...;Bihor / Sanmartin;722 m²;227 m²;Bună;5+;2;Complet;Vânzare;269.000 €
Casa cu etaj$ 160 mp utili$ 1352 mp teren$ zona Burdujeni;Suceava / Suceava;1352 m²;160 m²;Bună;5+;1;Complet;Vânzare;180.000 €
Casa de vanzare$ 91 mp$ in zona centrala din Turda;Cluj / Turda;202 m²;91 m²;Bună;2;1;Parțial;Vânzare;124.000 €
Casa cu o priveliste de vis$ in inima naturii$ com.Tarcau;Neamt / Piatra Neamt;1250 m²;400 m²;Bună;8;0;;Vânzare;167.000 €
Casa cu 3 camere$ 100 mp$ zona centrala;Cluj / Turda;120 m²;100 m²;Bună;3;1;Parțial;Vânzare;98.000 €
De vânzare casă cu 3 camere și teren 950 mp în Mihai ...;Bihor / Mihai Bravu;950 m²;125 m²;Bună;3;2;Parțial;Vânzare;95.000 €
Casă cu 2 camere de vânzare în zona Ioșia Strada Arț...;Bihor / Oradea;252 m²;55 m²;Bună;2;1;Parțial;Vânzare;115.000 €
Casă / Vilă cu 5 camere de vânzare în Aleșd zona Ult...;Bihor / Alesd;446 m²;110 m²;Bună;5;2;;Vânzare;139.900 €
Casă / Vilă cu 4 camere de vânzare Ultracentral Str. L...;Bihor / Oradea;700 m²;125 m²;Bună;4;2;Parțial;Vânzare;299.000 €
Casă de vânzare pentru locuit sau cabinete/birouri$ zon...;Bihor / Oradea;160 m²;180 m²;Bună;4;2;Parțial;Vânzare;269.000 €
Casă cu 3 camere de vânzare în zona Centrală$ Strada ...;Bihor / Oradea;380 m²;75 m²;De renovat;3;0;;Vânzare;130.000 €
Casă 4 Camere cu Garaj$ Construită de Proprietar$ Carti...;Bihor / Oradea;350 m²;123 m²;Bună;4;2;Parțial;Vânzare;195.000 €
Casă cu 4 camere de vânzare în zona Dealuri Oradea;Bihor / Oradea;313 m²;150 m²;Bună;4;2;Nemobilat;Vânzare;109.500 €
Confort modern pe un singur nivel. Casă nouă în Oșorh...;Bihor / Osorhei;719 m²;147 m²;Bună;4;3;Parțial;Vânzare;212.500 €
Casă modernă în stil mediteranean$ cu terase și veder...;Bihor / Paleu;504 m²;120 m²;Bună;4;2;Complet;Vânzare;210.000 €
Casă de vânzare cu 4 camere în cartierul Beverly Hills...;Bihor / Sanmartin;137 m²;105 m²;Nouă;4;2;;Vânzare;195.000 €
Casă 5 camere cu garaj$ 230 mp utili$ teren 503 mp$ Nuf?...;Bihor / Oradea;503 m²;230 m²;Bună;5;3;Complet;Vânzare;420.000 €
